"platformgameid","teamid","side","shutdownbounty"
"ESPORTSTMNT03:3102226","109676337359108345","100","0"
"ESPORTSTMNT01:1133768","99566404579461230","100",
"ESPORTSTMNT02:2840200","103935421249833954","200","0"
"ESPORTSTMNT03:2783618","105503848339138647","100","0"
"ESPORTSTMNT05:1220206","98767991926151025","100",
"ESPORTSTMNT01:1306406","100725845022060229","100",
"LPL_A:329551","99566404856367466","100","1150"
"ESPORTSTMNT03:1991386","99566408221114231","100",
"ESPORTSTMNT04:2693124","105520796734358045","100","500"
"ESPORTSTMNT06:2541824","105549991104165282","200","1050"
"ESPORTSTMNT04:2140155","102787200124959636","200",
"ESPORTSTMNT03:1756864","105549998884468136","200",
"ESPORTSTMNT03:2636016","99566408358330419","200","800"
"ESPORTSTMNT01:2732743","101383792887446028","200","1100"
"ESPORTSTMNT04:2690574","105553606349477427","200","1100"
"ESPORTSTMNT03:1334319","99566406332987990","100",
"ESPORTSTMNT02:2558803","105505619546859895","100",
"ESPORTSTMNT03:2784733","105550054006182911","100","350"
"ESPORTSTMNT04:2090354","98767991940181526","200",
"ESPORTSTMNT05:2951399","105550001032913831","100","400"
"ESPORTSTMNT06:1830943","102235771678061291","200",
"ESPORTSTMNT05:3240470","105536643047197642","100","450"
"ESPORTSTMNT03:1119142","99566408562477641","100",
"ESPORTSTMNT04:2673966","98767991853197861","200","100"
"ESPORTSTMNT01:1413619","101383792887446028","200",
"ESPORTSTMNT03:1991928","98926509883054987","100",
"ESPORTSTMNT03:2796300","107581209070519555","200","700"
"ESPORTSTMNT04:2673677","99294153824386385","100","0"
"ESPORTSTMNT06:2768385","102235771678061291","200","1850"
"ESPORTSTMNT03:1754777","100289931264192378","200",
"ESPORTSTMNT04:2220236","101383793574360315","100","50"
"ESPORTSTMNT03:1827163","99566408222831088","200",
"ESPORTSTMNT02:1385131","99566404581868574","100",
"ESPORTSTMNT04:1600214","103935446548920777","100",
"ESPORTSTMNT01:2146153","106301891501674861","100",
"ESPORTSTMNT03:1114486","100285330168091787","200",
"ESPORTSTMNT06:2773248","107599485973747723","100","0"
"ESPORTSTMNT02:2775872","102141671183409133","200","1550"
"ESPORTSTMNT02:1080561","100725845018863243","100",
"ESPORTSTMNT05:1981385","103495716836203404","200",
"ESPORTSTMNT02:2662767","100725845018863243","100","150"
"ESPORTSTMNT04:1970541","99566404850008779","100",
"ESPORTSTMNT05:3218315","104710682193583854","100","2100"
"ESPORTSTMNT06:1580736","103877554248683116","100",
"ESPORTSTMNT06:2769386","107597875833524424","200","100"
"ESPORTSTMNT03:3164534","107598805167594304","100","0"
"ESPORTSTMNT05:2020039","105521706535388095","100",
"ESPORTSTMNT02:3166499","99566405128626825","100","100"
"ESPORTSTMNT06:2775366","107456352597333899","200","850"
"ESPORTSTMNT02:3216593","101428372598668846","200","850"
"ESPORTSTMNT06:2500165","99566404579461230","200","800"
"ESPORTSTMNT02:1687547","105594163014588871","100",
"ESPORTSTMNT01:2210642","100725845018863243","100",
"ESPORTSTMNT02:1723679","105550005698683818","200",
"ESPORTSTMNT03:2630904","99566405126602853","100","600"
"ESPORTSTMNT04:980881","99566406069969565","200",
"ESPORTSTMNT04:2687518","98767991926151025","200","0"
"ESPORTSTMNT02:2661533","106302593752767294","100","50"
"ESPORTSTMNT01:1885775","105536738266035235","200",
"ESPORTSTMNT01:1882288","105521293297166647","100",
"ESPORTSTMNT02:1691991","98767991916844003","200",
"ESPORTSTMNT01:1885630","105550042327365041","200",
"ESPORTSTMNT06:1051240","101383793569248484","200",
"ESPORTSTMNT03:3091504","101383792559569368","200","750"
"ESPORTSTMNT02:2555005","99566405130451785","100",
"ESPORTSTMNT02:3218843","105550036134585264","200","1100"
"ESPORTSTMNT05:3090400","107467834753797729","100","0"
"ESPORTSTMNT01:2694254","99566405127798575","100",
"ESPORTSTMNT03:1091179","102141671185899507","200",
"ESPORTSTMNT02:3218737","106806773698472633","200","150"
"ESPORTSTMNT03:1757554","99566404579461230","200",
"ESPORTSTMNT03:3098386","107564167676290839","100","1400"
"ESPORTSTMNT02:3167493","107599144012469862","100","50"
"ESPORTSTMNT04:1190134","98767991949608898","200",
"ESPORTSTMNT03:1442023","101428372605353526","200",
"ESPORTSTMNT01:3314229","107580497041999074","200","500"
"ESPORTSTMNT01:3373110","99566404581868574","100","0"
"ESPORTSTMNT02:3169818","100285330168091787","100","150"
"ESPORTSTMNT03:3198183","110534741480867943","100","1050"
"ESPORTSTMNT02:2881569","105593213115128994","100","1400"
"ESPORTSTMNT03:1682262","100205576307813373","100",
"ESPORTSTMNT03:2006611","99294153828264740","100",
"ESPORTSTMNT02:1115851","99294153826603341","200",
"ESPORTSTMNT01:1432453","99566408222831088","100",
"ESPORTSTMNT02:2673659","107582618156093368","200","1400"
"ESPORTSTMNT01:3333009","99566408217955692","100","300"
"ESPORTSTMNT03:1401701","99566406332122275","200",
"ESPORTSTMNT04:2090772","104251016988118464","200",
"ESPORTSTMNT06:1830975","104710354840711661","100",
"ESPORTSTMNT06:2210446","105520784254806142","200","400"
"ESPORTSTMNT06:1200058","103877891572305836","100",
"ESPORTSTMNT03:2886272","106827848618374543","200","1000"
"ESPORTSTMNT03:1133892","100205573496804586","100",
"ESPORTSTMNT06:2210751","101383793567806688","100","1150"
"ESPORTSTMNT04:1250170","98767991866488695","100",
"ESPORTSTMNT06:2541596","99566404581868574","100","50"
"ESPORTSTMNT01:3386078","105550026570060790","200","0"
"ESPORTSTMNT02:2556322","99566408217955692","100",
"ESPORTSTMNT01:3406478","109485351596724390","100","300"
"ESPORTSTMNT01:1894664","103461966965149786","200",
"ESPORTSTMNT02:2075262","105593129376630217","200",
"ESPORTSTMNT02:1091308","99566404581868574","200",
"ESPORTSTMNT01:2694761","106382545123328648","200",
"ESPORTSTMNT02:2775871","107603596915629288","100","100"
"ESPORTSTMNT02:3216439","104843437139220481","100","650"
"ESPORTSTMNT01:2982064","105709099258505657","100","950"
"ESPORTSTMNT03:2547804","99566408561605102","200","1000"
"ESPORTSTMNT02:2660703","98926509883054987","100","150"
"ESPORTSTMNT02:3140458","105520796734358045","100","0"
"ESPORTSTMNT05:2750558","105515219038427019","200","650"
"ESPORTSTMNT03:2931135","102787200155434012","100","550"
"ESPORTSTMNT03:1962290","103461966975897718","100",
"ESPORTSTMNT03:3182861","106857761435870473","100","1300"
"ESPORTSTMNT06:2531304","105550049871017396","100","600"
"ESPORTSTMNT01:2703280","105550049871017396","100",
"ESPORTSTMNT02:3170582","105536773074826367","200","1450"
"ESPORTSTMNT03:1824058","103461966965149786","200",
"ESPORTSTMNT03:2543175","103535282124208038","100","400"
"ESPORTSTMNT01:2143590","101428372598668846","200",
"ESPORTSTMNT01:2915951","104843437139220481","100","250"
"ESPORTSTMNT06:2821296","102787200136756173","100","450"
"ESPORTSTMNT01:2697167","102787200136756173","100",
"ESPORTSTMNT05:2951688","105521408363571548","100","250"
"ESPORTSTMNT05:2520343","99566406065437842","100",
"ESPORTSTMNT03:1766850","105536738266035235","200",
"ESPORTSTMNT05:2951713","99566405123587075","200","850"
"ESPORTSTMNT03:2885590","107423075317119707","100","0"
"ESPORTSTMNT06:1880450","102787200124959636","200",
"ESPORTSTMNT04:2663167","105559480124455983","200","700"
"ESPORTSTMNT05:1820228","103535282148790975","200",
"ESPORTSTMNT02:3214438","107251245690956393","100","500"
"ESPORTSTMNT05:1180235","99566406064558732","100",
"ESPORTSTMNT06:2191056","105521408363571548","200","500"
"ESPORTSTMNT02:2962099","107437032053655867","200","850"
"ESPORTSTMNT06:1880484","103877675241047720","100",
"ESPORTSTMNT01:1882181","105521402545275594","100",
"ESPORTSTMNT04:1890404","103877625775457850","200",
"ESPORTSTMNT02:3157901","105521293297166647","200","650"
"ESPORTSTMNT01:2743603","102787200120306562","200","850"
"ESPORTSTMNT03:1332030","98926509884398584","200",
"ESPORTSTMNT04:970541","101422616509070746","100",
"ESPORTSTMNT06:2260514","107422385694193066","200","650"
"ESPORTSTMNT01:3369507","110383487456480967","200","550"
"ESPORTSTMNT01:2904334","107582169874155554","100","0"
"ESPORTSTMNT02:3057911","98767991954244555","200","250"
"ESPORTSTMNT03:3170239","99566404585387054","100","150"
"ESPORTSTMNT03:2547882","98767991935149427","200","600"
"ESPORTSTMNT05:1220352","99566404578577099","200",
"ESPORTSTMNT02:2911660","99566406338282437","200","250"
"ESPORTSTMNT04:980762","99566406069969565","200",
"ESPORTSTMNT01:2732895","107575082591536093","100","0"
"ESPORTSTMNT05:2760147","105520819263036609","100","1800"
"ESPORTSTMNT03:2655167","107599174108436104","200","700"
"ESPORTSTMNT06:1570902","105536643047197642","200",
"ESPORTSTMNT03:2546611","99566405126602853","200","1800"
"ESPORTSTMNT01:1155199","100205573496804586","200",
"ESPORTSTMNT01:3318052","101428372603715124","100","700"
"ESPORTSTMNT04:1130201","101383793574360315","100",
"ESPORTSTMNT02:2673843","107582181197106556","100","1650"
"ESPORTSTMNT06:2774807","107581300297680248","200","550"
"ESPORTSTMNT03:2653635","98767991860392497","100","50"
"ESPORTSTMNT03:2590001","107582598621022934","100","1700"
"ESPORTSTMNT02:2553075","107467803833323099","200",
"ESPORTSTMNT05:2990859","107580481273119961","100","1700"
"ESPORTSTMNT06:1300369","102235771678061291","200",
"ESPORTSTMNT02:2672285","101428372603715124","200","450"
"ESPORTSTMNT06:1570963","105663527959374033","100",
"ESPORTSTMNT02:2781622","108361578564310810","100","50"
"ESPORTSTMNT04:2669229","109642680932009857","100","1050"
"ESPORTSTMNT02:2810546","99566404581868574","100","300"
"ESPORTSTMNT01:2965129","101383792891050518","100","1700"
"ESPORTSTMNT03:2884520","99566405127798575","100","600"
"ESPORTSTMNT01:2744738","105550033967461806","200","50"
"ESPORTSTMNT03:1760690","101383793567806688","200",
"ESPORTSTMNT02:1723140","102787200132955066","200",
"ESPORTSTMNT03:2070881","105559480124455983","100",
"ESPORTSTMNT02:3140782","98767991860392497","200","200"
"ESPORTSTMNT05:1831362","105519846782566525","200",
"ESPORTSTMNT01:3331246","99566408562477641","100","0"
"ESPORTSTMNT02:1280891","101383792887446028","100",
"ESPORTSTMNT03:2790886","103461966951059521","200","1350"
"ESPORTSTMNT02:1104235","99566408562477641","200",
"ESPORTSTMNT03:3176216","104710678170825211","100","850"
"ESPORTSTMNT04:2667116","102787200120306562","100","450"
"LPL_A:334754","98767991887166787","100","950"
"ESPORTSTMNT03:1827597","105913221137618666","200",
"ESPORTSTMNT04:1230703","103535282138043022","200",
"ESPORTSTMNT04:2431274","105550042327365041","100","50"
"ESPORTSTMNT02:2070729","105521419784127190","100",
"ESPORTSTMNT01:2148054","98767991877340524","100",
"ESPORTSTMNT01:2965359","107416483509696259","100","650"
"ESPORTSTMNT02:2674291","105550026570060790","200","1000"
"ESPORTSTMNT06:1060612","100205576307813373","100",
"ESPORTSTMNT06:1881292","98767991866488695","100",
"ESPORTSTMNT06:2816346","105521419784127190","100","150"
"ESPORTSTMNT01:2691334","105503948999800557","200",
"ESPORTSTMNT06:1170233","101383793574360315","100",
"ESPORTSTMNT02:3217072","107760667929003738","100","1600"
"LPL_A:335421","98767991887166787","200","900"
"ESPORTSTMNT03:2052197","99566408356697119","200",
"ESPORTSTMNT02:1386408","101428372603715124","100",
"ESPORTSTMNT02:2820646","107599061926073885","200","400"
"ESPORTSTMNT05:2980213","105505619546859895","100","1550"
"ESPORTSTMNT03:2634166","99294153824386385","100","200"
"ESPORTSTMNT04:2688241","109642690191894407","200","1050"
"ESPORTSTMNT04:2220150","107563714667537640","200","550"
"ESPORTSTMNT03:1763351","102747101565183056","200",
"ESPORTSTMNT03:2005649","99294153824386385","200",
"ESPORTSTMNT01:2781109","105397404796640412","200","0"
"ESPORTSTMNT03:2714351","98767991853197861","200","100"
"ESPORTSTMNT02:1281605","103461966951059521","100",
"ESPORTSTMNT01:3314547","105550001032913831","100","0"
"ESPORTSTMNT02:3209624","98926509885559666","100","0"
"ESPORTSTMNT06:2821457","98767991926151025","100","100"
"ESPORTSTMNT04:1150374","101383793567806688","200",
"ESPORTSTMNT06:1860177","102787200134790084","200",
"ESPORTSTMNT01:3412942","109696092218588987","200","2650"
"ESPORTSTMNT04:1490787","98767991926151025","200",
"ESPORTSTMNT06:2530452","98767991866488695","200","200"
"ESPORTSTMNT01:2740913","99566405126602853","100","1150"
"ESPORTSTMNT01:3318164","107603566520687175","100","1050"
"ESPORTSTMNT05:2750193","107468079354897663","200","250"
"ESPORTSTMNT02:1383967","100725845022060229","200",
"ESPORTSTMNT02:1401294","99566405130451785","200",
"ESPORTSTMNT03:2545137","105594116005157262","100","900"
"ESPORTSTMNT02:1271075","99566405124618295","100",
"ESPORTSTMNT06:2210694","105553729458550723","200","100"
"LPL_A:328962","99566404853058754","100","0"
"ESPORTSTMNT05:2952303","101428372603715124","200","1150"
"ESPORTSTMNT04:2471438","103461966965149786","100","500"
"ESPORTSTMNT06:2816358","105553606349477427","200","600"
"ESPORTSTMNT03:2796102","104843437139220481","200","400"
"ESPORTSTMNT01:2571547","107258254469504696","200",
"ESPORTSTMNT06:2530070","103535282113853330","200","650"
"ESPORTSTMNT01:1156061","99566408561605102","200",
"ESPORTSTMNT01:2983625","107582618156093368","200","0"
"ESPORTSTMNT03:2795037","105503948999800557","100","850"
"ESPORTSTMNT04:1250358","104251016988118464","200",
"ESPORTSTMNT06:2774779","109669678317817381","100","100"
"ESPORTSTMNT01:3310340","107598805167594304","100","300"
"ESPORTSTMNT01:1882258","103877554248683116","200",
"ESPORTSTMNT04:2687023","102787200124959636","200","900"
"ESPORTSTMNT02:3212243","105397404796640412","100","300"
"ESPORTSTMNT01:2694252","99566405124618295","200",
"ESPORTSTMNT03:3090540","105550024238752685","200","450"
"ESPORTSTMNT03:1631521","105357804699574324","200",
"ESPORTSTMNT06:2460381","105520796734358045","100","1150"
"ESPORTSTMNT06:2776067","101383793569248484","200","150"
"ESPORTSTMNT03:1764826","105397404796640412","100",
"ESPORTSTMNT01:1895709","105550047979361273","100",
"ESPORTSTMNT04:1670388","102787200120306562","200",
"ESPORTSTMNT03:2785750","101428372598668846","200","150"
"ESPORTSTMNT04:2674965","98767991853197861","200","300"
"ESPORTSTMNT01:3381505","109981678167856017","200","50"
"ESPORTSTMNT06:1881136","102787200120306562","100",
"ESPORTSTMNT01:2745090","107467827374313054","200","700"
"LPL_A:334361","101388912911039804","200","450"
"ESPORTSTMNT01:2705102","98767991926151025","100",
"ESPORTSTMNT02:1085061","99871276356460471","200",
"ESPORTSTMNT04:2451332","102235771678061291","200","200"
"ESPORTSTMNT04:2411208","100725845018863243","100","400"
"ESPORTSTMNT01:2696975","105503948999800557","200",
"ESPORTSTMNT01:3314339","108361552741927561","200","950"
"ESPORTSTMNT02:1938103","100205576309502431","100",
"ESPORTSTMNT06:1830902","99322214695067838","200",
"ESPORTSTMNT01:1885342","105593129376630217","200",
"ESPORTSTMNT03:1111862","99566405944694628","200",
"ESPORTSTMNT04:2670380","105520786527322647","100","100"
"ESPORTSTMNT02:1411425","99566405126602853","200",
"ESPORTSTMNT03:3083253","109631541326560210","100","1250"
"ESPORTSTMNT04:1880289","106301891501674861","100",
"ESPORTSTMNT01:2983134","107456994699991548","200","850"
"ESPORTSTMNT01:3323295","99566405129589291","200","0"
"ESPORTSTMNT02:1692624","105550024238752685","200",
"ESPORTSTMNT02:3209643","98767991877340524","100","0"
"ESPORTSTMNT04:1140087","103535282113853330","200",
"ESPORTSTMNT05:2980355","106827839261303409","200","1000"
"ESPORTSTMNT03:1813520","105913221137618666","100",
"ESPORTSTMNT06:2821295","109697689430777005","100","950"
"ESPORTSTMNT04:2683779","107565477822627354","100","450"
"ESPORTSTMNT03:1433697","99566408217116828","100",
"LPL_B:326305","99566404848691211","100","550"
"ESPORTSTMNT03:2799811","103877625775457850","100","1400"
"ESPORTSTMNT06:1880990","98767991940181526","200",
"ESPORTSTMNT03:3097922","102787200149928963","200","2150"
"ESPORTSTMNT01:3413155","109696092218588987","200","1050"
"ESPORTSTMNT04:2693173","107597870621708485","100","350"
"ESPORTSTMNT01:2703104","105593213115128994","100",
"ESPORTSTMNT06:2817943","105559480124455983","100","550"
"ESPORTSTMNT03:2820553","101428372603715124","200","650"
"ESPORTSTMNT01:3317821","109783149221216052","100","150"
"ESPORTSTMNT01:2773310","103878020539746273","200","500"
"ESPORTSTMNT03:2565642","99566405130451785","100","0"
"ESPORTSTMNT04:2210274","105553606349477427","200","200"
"ESPORTSTMNT03:3090845","105550026570060790","200","500"
"ESPORTSTMNT04:2694185","102787200149928963","200","250"
"ESPORTSTMNT04:1250124","103535282158162659","100",
"ESPORTSTMNT05:3218251","107565448721890834","200","1000"
"ESPORTSTMNT03:1996307","105663527959374033","200",
"ESPORTSTMNT01:3381478","109783149221216052","200","1450"
"ESPORTSTMNT03:1824108","100205576307813373","200",
"ESPORTSTMNT01:2145556","105594163014588871","200",
"ESPORTSTMNT01:2862448","99294153828264740","200","0"
"ESPORTSTMNT03:2567864","102787200129022886","100","0"
"ESPORTSTMNT05:1180578","99566406069969565","100",
"ESPORTSTMNT01:1153341","99566408562477641","100",
"ESPORTSTMNT03:1392104","98767991853197861","200",
"ESPORTSTMNT01:2743846","105550005698683818","200","50"
"ESPORTSTMNT01:3401640","98926509885559666","100","300"
"ESPORTSTMNT01:3326254","98767991935149427","200","0"
"ESPORTSTMNT06:1200022","102787200145472495","200",
"ESPORTSTMNT03:1995095","99566408217116828","200",
"ESPORTSTMNT05:2940927","108566004579728490","100","550"
"ESPORTSTMNT03:2546764","99566404585387054","200","1050"
"ESPORTSTMNT01:2913836","107598651997213225","100","0"
"ESPORTSTMNT02:2554335","103878020539746273","200",
"ESPORTSTMNT06:2500263","107467834753797729","100","750"
"ESPORTSTMNT03:3090080","105550026570060790","200","200"
"ESPORTSTMNT03:2657183","101428372605353526","200","50"
"ESPORTSTMNT01:1142205","98767991935149427","100",
"ESPORTSTMNT04:2690696","107467827374313054","100","1600"
"ESPORTSTMNT02:1101685","99871276356460471","200",
"ESPORTSTMNT01:2693353","105521706535388095","100",
"ESPORTSTMNT01:1121600","98926509885559666","200",
"ESPORTSTMNT04:2450146","103461966965149786","200","0"
"ESPORTSTMNT05:1510546","103535282113853330","200",
"ESPORTSTMNT01:2701917","98767991877340524","100",
"ESPORTSTMNT03:3170167","105505619546859895","200","150"
"ESPORTSTMNT02:2075577","99566406493155041","100",
"ESPORTSTMNT03:1123826","99871276356460471","100",
"ESPORTSTMNT05:1520490","103535282151674574","200",
"ESPORTSTMNT01:2781245","99566408221114231","200","300"
"ESPORTSTMNT02:1924925","105520796734358045","200",
