"platformgameid","blue_kills","red_kills"
"ESPORTSTMNT03:2568649","11","29"
"ESPORTSTMNT04:1240495","11","1"
"ESPORTSTMNT04:2210072","8","25"
"ESPORTSTMNT06:2190776","5","22"
"ESPORTSTMNT02:2573382","6","20"
"ESPORTSTMNT02:3226795","8","22"
"ESPORTSTMNT05:3090350","36","8"
"ESPORTSTMNT05:2520714","17","19"
"ESPORTSTMNT06:1300416","8","25"
"ESPORTSTMNT02:3140730","29","11"
"ESPORTSTMNT03:3103385","18","4"
"ESPORTSTMNT03:2795437","18","14"
"ESPORTSTMNT04:2690161","11","15"
"ESPORTSTMNT05:2750539","12","2"
"ESPORTSTMNT01:2131655","3","20"
"ESPORTSTMNT01:1120621","13","6"
"ESPORTSTMNT02:2558405","4","17"
"ESPORTSTMNT02:2552867","13","3"
"ESPORTSTMNT01:2772486","27","20"
"ESPORTSTMNT04:2470915","2","16"
"ESPORTSTMNT04:2471680","20","3"
"ESPORTSTMNT05:1510545","16","1"
"ESPORTSTMNT01:3302316","11","5"
"ESPORTSTMNT06:1861041","11","11"
"ESPORTSTMNT03:3126606","19","7"
"ESPORTSTMNT03:2885023","11","5"
"ESPORTSTMNT02:1415120","15","6"
"ESPORTSTMNT02:2788022","2","16"
"ESPORTSTMNT03:1551583","21","17"
"ESPORTSTMNT05:3060172","8","15"
"LPL_B:326137","20","9"
"ESPORTSTMNT03:2580134","2","13"
"ESPORTSTMNT01:1144265","16","12"
"ESPORTSTMNT03:2820062","15","4"
"ESPORTSTMNT01:3085545","22","11"
"ESPORTSTMNT02:2960376","7","23"
"ESPORTSTMNT03:3122584","10","14"
"ESPORTSTMNT02:1115920","10","6"
"ESPORTSTMNT04:2431109","10","3"
"ESPORTSTMNT04:2683827","3","17"
"ESPORTSTMNT03:2714536","15","9"
"ESPORTSTMNT02:2574361","27","14"
"ESPORTSTMNT06:1680294","8","19"
"ESPORTSTMNT04:2431209","14","1"
"ESPORTSTMNT02:3159458","15","16"
"ESPORTSTMNT06:2260465","16","12"
"ESPORTSTMNT02:3059853","5","20"
"ESPORTSTMNT05:2942027","26","17"
"ESPORTSTMNT01:3387182","15","18"
"ESPORTSTMNT01:3379723","2","14"
"ESPORTSTMNT02:1696451","8","23"
"ESPORTSTMNT01:2983292","17","24"
"ESPORTSTMNT03:1401373","17","8"
"ESPORTSTMNT01:2706543","11","0"
"ESPORTSTMNT01:3344199","7","18"
"ESPORTSTMNT01:3309912","18","21"
"ESPORTSTMNT01:1682906","18","15"
"ESPORTSTMNT01:1153382","20","12"
"ESPORTSTMNT03:2784340","3","21"
"ESPORTSTMNT01:3400334","9","24"
"ESPORTSTMNT02:1284212","11","9"
"ESPORTSTMNT01:1882852","3","14"
"ESPORTSTMNT01:2030659","17","3"
"ESPORTSTMNT01:3334514","15","9"
"ESPORTSTMNT02:2789626","10","9"
"ESPORTSTMNT03:2568987","12","27"
"ESPORTSTMNT02:3139748","24","7"
"ESPORTSTMNT03:3099619","7","19"
"ESPORTSTMNT06:2542298","25","17"
"ESPORTSTMNT03:2562354","10","19"
"ESPORTSTMNT02:2344273","12","18"
"ESPORTSTMNT06:1881248","9","29"
"ESPORTSTMNT01:1691118","17","18"
"ESPORTSTMNT01:3304452","19","5"
"ESPORTSTMNT04:1230698","15","4"
"ESPORTSTMNT03:2569542","15","4"
"ESPORTSTMNT01:1693727","16","5"
"ESPORTSTMNT03:2101640","12","12"
"ESPORTSTMNT02:2662258","11","22"
"ESPORTSTMNT06:2260511","4","12"
"ESPORTSTMNT01:2905956","10","25"
"ESPORTSTMNT01:3372647","16","19"
"ESPORTSTMNT04:1210004","24","10"
"ESPORTSTMNT01:3408162","20","7"
"ESPORTSTMNT03:3100617","9","17"
"ESPORTSTMNT04:2280125","17","20"
"ESPORTSTMNT06:2532105","13","3"
"ESPORTSTMNT02:2776483","1","20"
"ESPORTSTMNT03:2892519","4","21"
"ESPORTSTMNT05:2990418","6","8"
"ESPORTSTMNT01:3371856","11","22"
"ESPORTSTMNT02:2781190","17","9"
"ESPORTSTMNT02:1735199","17","10"
"ESPORTSTMNT02:1403833","13","12"
"ESPORTSTMNT03:1123708","4","13"
"ESPORTSTMNT06:1181032","4","18"
"LPL_A:331024","18","12"
"ESPORTSTMNT05:2940746","16","8"
"ESPORTSTMNT04:1810907","4","21"
"ESPORTSTMNT03:2101678","3","9"
"ESPORTSTMNT02:1093354","16","2"
"ESPORTSTMNT04:1190130","2","9"
"ESPORTSTMNT01:1415429","3","13"
"ESPORTSTMNT04:2450597","25","26"
"ESPORTSTMNT03:1710774","14","7"
"ESPORTSTMNT01:3325533","17","12"
"ESPORTSTMNT02:3171492","20","11"
"ESPORTSTMNT03:2102636","19","5"
"ESPORTSTMNT02:3217759","6","18"
"ESPORTSTMNT05:2941977","28","8"
"ESPORTSTMNT01:3412381","20","14"
"ESPORTSTMNT01:1132935","2","19"
"ESPORTSTMNT03:2634141","17","6"
"ESPORTSTMNT05:3222335","15","6"
"ESPORTSTMNT01:3393597","26","11"
"ESPORTSTMNT02:3159436","6","17"
"ESPORTSTMNT02:3170594","16","5"
"ESPORTSTMNT03:1117026","14","8"
"ESPORTSTMNT03:2072724","7","11"
"ESPORTSTMNT06:2340396","7","12"
"ESPORTSTMNT03:2631825","20","12"
"ESPORTSTMNT02:2840427","14","7"
"ESPORTSTMNT02:2778257","11","5"
"ESPORTSTMNT03:3126871","9","20"
"ESPORTSTMNT01:1882184","23","11"
"ESPORTSTMNT01:2210452","9","22"
"ESPORTSTMNT06:1840425","24","7"
"ESPORTSTMNT02:2820431","13","7"
"ESPORTSTMNT01:3314302","25","7"
"ESPORTSTMNT03:1764820","9","24"
"ESPORTSTMNT02:3143454","7","15"
"ESPORTSTMNT03:2130401","21","15"
"ESPORTSTMNT01:3309830","11","25"
"ESPORTSTMNT04:2669481","23","7"
"ESPORTSTMNT02:3219881","16","6"
"ESPORTSTMNT03:2051394","18","7"
"ESPORTSTMNT03:1334675","5","11"
"ESPORTSTMNT01:1432514","4","0"
"ESPORTSTMNT01:2146655","6","15"
"ESPORTSTMNT05:1210514","41","25"
"ESPORTSTMNT02:3211712","21","23"
"ESPORTSTMNT03:3102015","8","25"
"ESPORTSTMNT03:3179521","12","24"
"ESPORTSTMNT03:2101365","9","16"
"ESPORTSTMNT02:3227904","14","3"
"ESPORTSTMNT06:2816358","10","17"
"ESPORTSTMNT06:2816445","9","25"
"ESPORTSTMNT03:3121528","28","16"
"ESPORTSTMNT01:1683630","25","11"
"ESPORTSTMNT05:3090778","18","4"
"ESPORTSTMNT01:3310742","6","22"
"ESPORTSTMNT01:2862448","13","4"
"ESPORTSTMNT06:1270273","9","9"
"ESPORTSTMNT01:2704279","6","12"
"ESPORTSTMNT05:1831362","30","22"
"ESPORTSTMNT03:3200539","19","21"
"ESPORTSTMNT02:3170084","12","19"
"ESPORTSTMNT02:1694367","12","11"
"ESPORTSTMNT03:2893238","21","5"
"ESPORTSTMNT02:3210641","15","4"
"ESPORTSTMNT05:1821404","12","18"
"ESPORTSTMNT01:2915776","26","7"
"ESPORTSTMNT02:1411936","17","7"
"ESPORTSTMNT02:2912678","13","0"
"ESPORTSTMNT01:3316788","13","7"
"ESPORTSTMNT01:3083203","24","4"
"ESPORTSTMNT05:1530146","10","18"
"ESPORTSTMNT01:3096974","20","12"
"ESPORTSTMNT05:2530526","10","24"
"ESPORTSTMNT01:1401778","4","23"
"ESPORTSTMNT06:2190764","18","10"
"ESPORTSTMNT01:3301911","17","10"
"ESPORTSTMNT03:2569674","16","3"
"ESPORTSTMNT04:2668052","14","17"
"ESPORTSTMNT05:1530158","10","5"
"ESPORTSTMNT01:2139015","14","11"
"ESPORTSTMNT04:1491149","6","17"
"ESPORTSTMNT06:1570177","24","14"
"ESPORTSTMNT02:2674573","7","18"
"ESPORTSTMNT02:2551116","2","18"
"ESPORTSTMNT04:1660576","23","18"
"ESPORTSTMNT01:2966006","8","20"
"ESPORTSTMNT02:2965252","11","7"
"ESPORTSTMNT02:2673183","22","14"
"ESPORTSTMNT03:2546630","5","12"
"ESPORTSTMNT02:2663574","10","22"
"ESPORTSTMNT01:3314916","4","9"
"ESPORTSTMNT03:2549622","25","20"
"ESPORTSTMNT02:1725127","19","28"
"ESPORTSTMNT06:2420053","16","4"
"ESPORTSTMNT02:3158638","7","15"
"ESPORTSTMNT02:3161638","16","6"
"ESPORTSTMNT01:1155690","13","3"
"ESPORTSTMNT05:2670222","24","7"
"ESPORTSTMNT06:2290161","16","23"
"ESPORTSTMNT03:2636477","16","16"
"ESPORTSTMNT03:3191111","16","15"
"ESPORTSTMNT01:3409421","16","20"
"ESPORTSTMNT02:2070559","12","13"
"ESPORTSTMNT02:1722602","11","22"
"ESPORTSTMNT03:1994661","13","5"
"ESPORTSTMNT01:3394416","16","22"
"ESPORTSTMNT03:2931144","16","7"
"ESPORTSTMNT03:3169006","11","9"
"ESPORTSTMNT05:3060401","36","16"
"ESPORTSTMNT03:2051410","19","9"
"ESPORTSTMNT06:2191040","20","19"
"ESPORTSTMNT03:1990181","20","6"
"ESPORTSTMNT06:2821256","25","7"
"ESPORTSTMNT03:2542966","14","5"
"ESPORTSTMNT03:3192885","11","21"
"ESPORTSTMNT01:1144560","23","10"
"ESPORTSTMNT03:2796160","23","26"
"ESPORTSTMNT05:2750216","17","11"
"ESPORTSTMNT01:3408908","15","10"
"ESPORTSTMNT03:3096269","19","6"
"ESPORTSTMNT05:1971269","19","4"
"ESPORTSTMNT01:1693567","15","5"
"ESPORTSTMNT03:2093866","14","15"
"ESPORTSTMNT04:2210242","22","6"
"ESPORTSTMNT03:1531302","14","7"
"ESPORTSTMNT03:2654256","17","7"
"ESPORTSTMNT02:2671488","24","5"
"ESPORTSTMNT05:2610018","11","16"
"ESPORTSTMNT01:2906045","27","10"
"ESPORTSTMNT02:2663395","15","41"
"ESPORTSTMNT02:2065135","12","2"
"ESPORTSTMNT01:1884916","29","18"
"ESPORTSTMNT04:1560332","16","7"
"ESPORTSTMNT05:3222115","29","8"
"ESPORTSTMNT05:3220701","8","18"
"ESPORTSTMNT02:2141800","23","6"
"ESPORTSTMNT01:2250285","2","22"
"ESPORTSTMNT02:2777029","9","13"
"ESPORTSTMNT01:1895503","10","27"
"ESPORTSTMNT04:2110186","25","15"
"ESPORTSTMNT01:1892125","18","4"
"ESPORTSTMNT01:3340199","17","2"
"ESPORTSTMNT04:1800713","3","20"
"ESPORTSTMNT01:2771065","26","5"
"ESPORTSTMNT01:2132169","16","7"
"ESPORTSTMNT02:3229572","24","13"
"ESPORTSTMNT06:1320517","11","14"
"ESPORTSTMNT04:1130182","7","14"
"LPL_A:330305","12","3"
"ESPORTSTMNT01:1883500","10","20"
"ESPORTSTMNT02:2960607","9","15"
"ESPORTSTMNT02:1091363","15","23"
"ESPORTSTMNT06:1170561","32","35"
"ESPORTSTMNT06:1320490","3","13"
"ESPORTSTMNT05:1860816","17","1"
"ESPORTSTMNT03:3191189","12","15"
"ESPORTSTMNT01:3294091","13","5"
"ESPORTSTMNT02:1722846","15","5"
"ESPORTSTMNT03:1341565","13","16"
"ESPORTSTMNT03:1825145","8","19"
"ESPORTSTMNT03:3084571","14","28"
"ESPORTSTMNT05:1400095","10","22"
"ESPORTSTMNT03:3130649","3","17"
"ESPORTSTMNT02:2661612","28","5"
"ESPORTSTMNT01:1370738","27","13"
"ESPORTSTMNT06:1690464","7","12"
"ESPORTSTMNT05:2952952","9","26"
"ESPORTSTMNT05:3220243","6","13"
"ESPORTSTMNT02:2060979","20","27"
"ESPORTSTMNT02:1413960","24","15"
"ESPORTSTMNT02:2777068","11","24"
"ESPORTSTMNT04:2683967","9","12"
"ESPORTSTMNT02:1104004","20","19"
"ESPORTSTMNT06:1040496","22","5"
"ESPORTSTMNT03:2893962","19","20"
"ESPORTSTMNT01:3408872","18","5"
"LPL_A:334707","17","17"
"ESPORTSTMNT01:3371354","8","18"
"ESPORTSTMNT01:2250137","8","15"
"ESPORTSTMNT02:3189141","8","22"
"ESPORTSTMNT01:2772051","8","23"
"ESPORTSTMNT04:1250201","12","16"
"ESPORTSTMNT03:3182516","24","25"
"ESPORTSTMNT01:2138697","21","8"
"ESPORTSTMNT01:2902781","21","11"
"ESPORTSTMNT01:2132221","19","4"
"ESPORTSTMNT02:1080533","4","8"
"ESPORTSTMNT02:1114466","13","13"
"ESPORTSTMNT04:2687453","16","4"
"ESPORTSTMNT05:2530549","7","17"
"ESPORTSTMNT01:1683124","5","10"
"ESPORTSTMNT03:1672038","16","3"
"ESPORTSTMNT01:3376646","14","9"
"ESPORTSTMNT03:2070783","10","16"
"ESPORTSTMNT02:3170083","25","9"
"ESPORTSTMNT03:2797065","15","6"
"ESPORTSTMNT01:2135279","15","5"
"ESPORTSTMNT04:1970905","20","12"
"ESPORTSTMNT06:1720693","24","4"
"ESPORTSTMNT05:2070656","12","4"
"ESPORTSTMNT03:3094264","1","15"
"ESPORTSTMNT06:2767939","13","2"
"ESPORTSTMNT01:2707441","11","15"
"ESPORTSTMNT04:2672152","21","25"
"LPL_A:328847","15","15"
"ESPORTSTMNT04:2471386","7","18"
"ESPORTSTMNT01:1120789","24","15"
"ESPORTSTMNT03:3163249","14","14"
"ESPORTSTMNT01:2706287","19","11"
"ESPORTSTMNT06:2822047","8","16"
"ESPORTSTMNT02:1735364","10","18"
"ESPORTSTMNT04:2471388","11","3"
"ESPORTSTMNT01:3333820","11","24"
"ESPORTSTMNT06:1680692","19","8"
"ESPORTSTMNT04:2674620","8","17"
"ESPORTSTMNT02:2884787","6","13"
"ESPORTSTMNT02:3218695","26","14"
"ESPORTSTMNT02:2787250","7","21"
"ESPORTSTMNT04:1280220","20","7"
"ESPORTSTMNT04:2451534","18","12"
"ESPORTSTMNT05:3060423","20","4"
"ESPORTSTMNT02:3170401","15","21"
"ESPORTSTMNT06:2773335","8","18"
"ESPORTSTMNT01:2240656","5","12"
"ESPORTSTMNT03:1323955","8","30"
"ESPORTSTMNT03:3095771","21","5"
"ESPORTSTMNT02:3158050","21","12"
"ESPORTSTMNT01:2148841","6","21"
"ESPORTSTMNT03:3090962","15","12"
"ESPORTSTMNT03:3179181","17","4"
"ESPORTSTMNT05:2070944","13","8"
"ESPORTSTMNT02:1696548","18","18"
"ESPORTSTMNT03:3178178","17","15"
"ESPORTSTMNT06:2775813","5","19"
"ESPORTSTMNT02:3045853","8","17"
"ESPORTSTMNT02:1722909","24","22"
"ESPORTSTMNT01:1415531","20","2"
"ESPORTSTMNT01:1931322","16","28"
"ESPORTSTMNT01:2734075","6","24"
"ESPORTSTMNT01:1885342","26","18"
"ESPORTSTMNT03:1351822","1","13"
"ESPORTSTMNT02:2065314","15","13"
"ESPORTSTMNT01:2135624","8","20"
"ESPORTSTMNT01:1431635","7","16"
"ESPORTSTMNT05:3220607","16","1"
"ESPORTSTMNT01:1153060","12","5"
"ESPORTSTMNT02:3157155","1","8"
"ESPORTSTMNT06:2774720","12","21"
"LPL_A:331598","17","6"
"ESPORTSTMNT04:2340031","11","3"
"ESPORTSTMNT01:2770168","23","11"
"ESPORTSTMNT01:2734069","7","29"
"ESPORTSTMNT02:2973776","16","8"
"ESPORTSTMNT01:2692548","15","10"
"ESPORTSTMNT04:1250247","23","8"
"ESPORTSTMNT02:3220351","28","13"
"ESPORTSTMNT03:2073777","7","18"
"ESPORTSTMNT01:2250142","20","11"
"ESPORTSTMNT03:3101059","14","18"
"ESPORTSTMNT03:1760856","7","13"
"ESPORTSTMNT04:2674827","5","20"
"ESPORTSTMNT06:1880614","6","22"
"ESPORTSTMNT02:2073487","14","13"
"ESPORTSTMNT03:2793796","13","8"
"ESPORTSTMNT04:2688344","17","6"
"ESPORTSTMNT06:2819100","3","15"
"ESPORTSTMNT03:3194810","13","15"
"ESPORTSTMNT05:2530486","7","11"
"ESPORTSTMNT01:3405926","15","19"
"ESPORTSTMNT03:2542253","22","14"
"ESPORTSTMNT01:3000018","13","18"
"ESPORTSTMNT03:2799071","7","14"
"ESPORTSTMNT01:2145556","19","2"
"ESPORTSTMNT02:3220662","17","8"
"ESPORTSTMNT06:2815913","6","17"
"ESPORTSTMNT06:1300288","12","5"
"ESPORTSTMNT01:1144300","13","7"
"ESPORTSTMNT03:3099438","12","35"
"ESPORTSTMNT02:1800194","19","5"
"ESPORTSTMNT01:3335256","17","9"
"ESPORTSTMNT04:1960541","22","27"
"ESPORTSTMNT03:1823176","16","6"
"ESPORTSTMNT01:1131623","2","9"
"ESPORTSTMNT03:1827180","12","22"
"ESPORTSTMNT01:2770975","5","14"
"ESPORTSTMNT03:2092513","3","16"
"ESPORTSTMNT03:3180034","6","6"
"ESPORTSTMNT05:1400885","10","13"
"ESPORTSTMNT01:2745125","20","7"
"ESPORTSTMNT02:2662308","11","24"
"ESPORTSTMNT01:1142185","8","21"
"ESPORTSTMNT06:2819186","13","30"
"ESPORTSTMNT04:2430673","18","3"
"ESPORTSTMNT05:1971421","4","13"
"ESPORTSTMNT02:2673499","16","19"
"ESPORTSTMNT01:3304845","10","13"
"ESPORTSTMNT01:3408206","9","20"
"ESPORTSTMNT04:2675967","18","18"
"ESPORTSTMNT04:2674560","24","11"
"ESPORTSTMNT01:1891352","12","31"
"ESPORTSTMNT05:1870318","7","19"
"ESPORTSTMNT04:2470857","22","13"
"ESPORTSTMNT03:3090135","15","3"
"ESPORTSTMNT02:3220659","8","17"
"ESPORTSTMNT03:1826695","34","27"
"ESPORTSTMNT02:2551475","4","22"
"ESPORTSTMNT01:3328495","15","16"
"ESPORTSTMNT02:2662622","4","25"
"ESPORTSTMNT01:1731285","7","14"
"ESPORTSTMNT06:1190891","5","10"
"ESPORTSTMNT02:2960851","18","3"
"ESPORTSTMNT04:1800534","19","7"
"ESPORTSTMNT01:3318032","6","21"
"ESPORTSTMNT03:2883612","21","15"
"ESPORTSTMNT05:2980261","6","22"
"ESPORTSTMNT03:3116305","15","9"
"ESPORTSTMNT05:1400929","7","16"
"ESPORTSTMNT01:2742960","17","9"
"ESPORTSTMNT03:1442214","11","4"
"ESPORTSTMNT06:2767073","11","18"
"ESPORTSTMNT02:2973096","16","14"
"ESPORTSTMNT02:1970018","11","6"
"ESPORTSTMNT06:2460438","5","13"
"ESPORTSTMNT02:2672307","17","4"
"ESPORTSTMNT01:1721590","20","28"
"ESPORTSTMNT05:1870202","28","10"
"ESPORTSTMNT02:2556917","22","14"
"ESPORTSTMNT06:1051068","6","18"
"ESPORTSTMNT03:3182108","28","11"
"ESPORTSTMNT02:1094190","17","8"
"ESPORTSTMNT03:1997195","3","18"
"ESPORTSTMNT04:1810239","22","3"
"ESPORTSTMNT04:2667026","25","5"
"ESPORTSTMNT03:2102594","8","11"
"ESPORTSTMNT03:1767625","4","15"
"ESPORTSTMNT03:3083359","15","4"
"ESPORTSTMNT06:1690311","8","26"
"ESPORTSTMNT03:2796336","25","7"
"ESPORTSTMNT01:2782931","9","32"
"ESPORTSTMNT05:1831267","12","2"
"ESPORTSTMNT01:1131837","12","4"
"ESPORTSTMNT03:2052140","9","13"
"ESPORTSTMNT04:970463","15","6"
"ESPORTSTMNT03:2568029","7","16"
"ESPORTSTMNT01:2690219","3","16"
"ESPORTSTMNT01:1321408","20","6"
"ESPORTSTMNT02:2555005","1","18"
"ESPORTSTMNT02:1330868","24","18"
"ESPORTSTMNT05:1430397","19","25"
"ESPORTSTMNT01:2743929","19","25"
"ESPORTSTMNT04:2220321","7","24"
"ESPORTSTMNT02:3080905","10","19"
"ESPORTSTMNT05:3219500","15","8"
"ESPORTSTMNT02:3218484","31","8"
"ESPORTSTMNT02:2974325","15","9"
"ESPORTSTMNT04:2472051","17","4"
"ESPORTSTMNT06:1720551","5","17"
"ESPORTSTMNT01:2733304","9","22"
"ESPORTSTMNT04:2110671","15","11"
"ESPORTSTMNT03:1352450","26","11"
"ESPORTSTMNT04:2090558","13","4"
"ESPORTSTMNT02:3213495","5","22"
"ESPORTSTMNT01:2734571","7","21"
"ESPORTSTMNT03:3102469","12","25"
"ESPORTSTMNT03:2100964","10","6"
"ESPORTSTMNT03:3188742","24","12"
"ESPORTSTMNT02:3151939","9","15"
"ESPORTSTMNT04:2200395","12","18"
"ESPORTSTMNT02:2064144","17","4"
"ESPORTSTMNT01:3387249","6","22"
"ESPORTSTMNT01:1121617","16","6"
"ESPORTSTMNT02:3221591","15","9"
"ESPORTSTMNT03:3194258","17","6"
"ESPORTSTMNT01:2240467","10","27"
"ESPORTSTMNT06:2532170","20","9"
"ESPORTSTMNT06:2531359","18","22"
"ESPORTSTMNT01:3373642","4","13"
"ESPORTSTMNT01:3336575","13","17"
"ESPORTSTMNT02:2973231","4","7"
"ESPORTSTMNT02:1722619","16","4"
"ESPORTSTMNT02:1115919","5","14"
"ESPORTSTMNT02:3218146","16","11"
"ESPORTSTMNT02:2141056","15","6"
"ESPORTSTMNT01:1414291","17","6"
"ESPORTSTMNT01:2137645","25","17"
"ESPORTSTMNT06:2290512","24","30"
"ESPORTSTMNT04:2664050","20","8"
"ESPORTSTMNT01:2572398","20","6"
"ESPORTSTMNT06:2540933","13","15"
"ESPORTSTMNT05:1981091","24","12"
"ESPORTSTMNT06:2542228","6","11"
"ESPORTSTMNT03:2634955","20","3"
"ESPORTSTMNT01:2144478","21","8"
"ESPORTSTMNT05:1971201","17","2"
"ESPORTSTMNT02:2663626","7","19"
"ESPORTSTMNT05:3223069","13","6"
"ESPORTSTMNT06:2470759","1","24"
"ESPORTSTMNT01:1887149","5","20"
"ESPORTSTMNT01:2733085","5","19"
"ESPORTSTMNT06:2532049","9","14"
"ESPORTSTMNT04:2110554","13","15"
"ESPORTSTMNT04:2430867","4","18"
"ESPORTSTMNT03:2654541","25","12"
"ESPORTSTMNT02:3169497","25","9"
"ESPORTSTMNT03:2636743","23","9"
"ESPORTSTMNT03:2072282","21","13"
"ESPORTSTMNT01:3369398","22","8"
"ESPORTSTMNT03:1413012","12","8"
"ESPORTSTMNT06:2774335","17","8"
"ESPORTSTMNT02:3144138","20","9"
"ESPORTSTMNT01:3313365","27","12"
"ESPORTSTMNT03:1996386","2","17"
"ESPORTSTMNT04:980198","11","5"
"ESPORTSTMNT02:3218513","9","22"
"ESPORTSTMNT01:2697747","20","7"
"ESPORTSTMNT02:2440656","20","16"
"ESPORTSTMNT06:1920134","26","20"
"ESPORTSTMNT06:1320891","18","7"
"ESPORTSTMNT04:2673984","7","3"
"ESPORTSTMNT02:2067489","19","11"
"ESPORTSTMNT01:1887363","9","24"
"ESPORTSTMNT02:2556852","6","23"
"ESPORTSTMNT03:3178292","19","26"
"ESPORTSTMNT01:3301872","9","10"
"ESPORTSTMNT03:2885338","10","18"
"ESPORTSTMNT01:2783287","10","24"
"ESPORTSTMNT02:2073274","21","11"
"ESPORTSTMNT03:2799902","5","18"
"ESPORTSTMNT01:3385176","2","15"
"ESPORTSTMNT02:1683002","19","14"
"ESPORTSTMNT06:1560023","8","10"
"ESPORTSTMNT02:1381599","16","7"
"ESPORTSTMNT03:3084596","20","8"
"ESPORTSTMNT03:2073450","5","24"
"ESPORTSTMNT02:1925944","19","6"
"ESPORTSTMNT06:2818965","16","9"
"ESPORTSTMNT04:1961306","20","22"
"ESPORTSTMNT04:2472256","7","21"
"ESPORTSTMNT06:2542366","17","9"
"ESPORTSTMNT02:1323169","21","11"
"ESPORTSTMNT02:2575959","23","10"
"ESPORTSTMNT06:2460304","17","8"
"ESPORTSTMNT05:3090857","16","9"
"ESPORTSTMNT01:1895800","15","20"
"ESPORTSTMNT02:3161029","15","7"
"ESPORTSTMNT05:3239367","12","7"
"ESPORTSTMNT05:2060704","10","17"
"ESPORTSTMNT01:3401815","7","15"
"ESPORTSTMNT04:1570175","10","21"
"ESPORTSTMNT06:1880903","17","10"
"ESPORTSTMNT02:1922323","17","5"
"ESPORTSTMNT06:1170592","10","19"
"ESPORTSTMNT02:3218838","11","15"
"ESPORTSTMNT03:2714825","15","19"
"ESPORTSTMNT01:3325572","8","16"
"LPL_A:335367","1","12"
"ESPORTSTMNT02:3217570","11","19"
"ESPORTSTMNT01:3336455","13","5"
"ESPORTSTMNT01:1731417","4","18"
"ESPORTSTMNT06:1881347","7","18"
"ESPORTSTMNT04:1570178","18","9"
"ESPORTSTMNT03:2563162","7","13"
"ESPORTSTMNT01:3329157","8","1"
"ESPORTSTMNT03:1124683","12","5"
"ESPORTSTMNT02:3217675","20","6"
"ESPORTSTMNT04:2170377","18","14"
"ESPORTSTMNT01:1295588","15","3"
"ESPORTSTMNT01:2210377","8","19"
"ESPORTSTMNT05:1520124","4","15"
"ESPORTSTMNT01:2734702","5","10"
"ESPORTSTMNT02:2075219","26","18"
"ESPORTSTMNT02:3216969","15","2"
"ESPORTSTMNT06:1060585","17","9"
"ESPORTSTMNT03:2930674","18","8"
"ESPORTSTMNT02:2558221","11","22"
"ESPORTSTMNT02:1401285","14","10"
"ESPORTSTMNT05:1870667","13","5"
"ESPORTSTMNT03:3189125","5","17"
"ESPORTSTMNT03:1962319","11","4"
"ESPORTSTMNT04:1800925","21","7"
"LPL_A:335208","10","16"
"ESPORTSTMNT03:1821598","19","8"
"ESPORTSTMNT05:3221089","17","6"
"ESPORTSTMNT04:1290200","15","3"
"ESPORTSTMNT02:3190419","7","18"
"ESPORTSTMNT02:3153897","6","14"
"ESPORTSTMNT04:2694268","20","15"
"ESPORTSTMNT01:2913807","9","20"
"ESPORTSTMNT06:2775756","21","6"
"ESPORTSTMNT03:2071245","13","4"
"ESPORTSTMNT01:1413629","9","17"
"ESPORTSTMNT06:2541690","15","16"
"ESPORTSTMNT01:2734592","18","29"
"ESPORTSTMNT02:2881586","5","15"
"ESPORTSTMNT06:2542403","24","24"
"ESPORTSTMNT01:3374524","16","0"
"ESPORTSTMNT02:1381638","11","16"
"ESPORTSTMNT03:2792593","25","23"
"ESPORTSTMNT06:1880652","16","18"
"ESPORTSTMNT04:2689647","5","25"
"ESPORTSTMNT03:3187730","8","21"
"ESPORTSTMNT03:2654265","25","8"
"ESPORTSTMNT02:2789832","19","1"
"ESPORTSTMNT03:3127306","6","14"
"ESPORTSTMNT03:2563785","22","7"
"ESPORTSTMNT03:1990264","22","8"
"ESPORTSTMNT03:2788710","3","21"
"ESPORTSTMNT04:1600205","10","5"
"ESPORTSTMNT03:3117979","10","20"
"ESPORTSTMNT03:2796826","28","12"
"ESPORTSTMNT01:3372464","9","25"
"ESPORTSTMNT06:1880483","14","3"
"ESPORTSTMNT01:3336673","10","27"
"ESPORTSTMNT03:2544152","19","12"
"ESPORTSTMNT02:1294664","4","16"
"ESPORTSTMNT02:1925452","3","14"
"ESPORTSTMNT05:1860740","21","16"
"ESPORTSTMNT02:3218244","2","11"
"ESPORTSTMNT03:3125635","3","19"
"ESPORTSTMNT04:2330023","7","19"
"ESPORTSTMNT06:2531980","10","18"
"ESPORTSTMNT01:1141450","11","16"
"ESPORTSTMNT05:2760301","14","5"
"ESPORTSTMNT06:2420100","12","10"
"ESPORTSTMNT01:2872113","2","16"
"ESPORTSTMNT06:1830635","5","16"
"ESPORTSTMNT06:2540513","16","6"
"ESPORTSTMNT04:990733","23","14"
"ESPORTSTMNT05:2530963","6","18"
"ESPORTSTMNT01:3411263","3","15"
"ESPORTSTMNT02:2775845","17","9"
"ESPORTSTMNT02:3221069","16","9"
"ESPORTSTMNT05:2060200","18","20"
"ESPORTSTMNT04:1960694","16","9"
"ESPORTSTMNT04:2684819","17","17"
"ESPORTSTMNT03:2655697","7","13"
"ESPORTSTMNT02:3190522","19","16"
"ESPORTSTMNT06:1840290","16","17"
"ESPORTSTMNT03:1754443","2","17"
"ESPORTSTMNT02:2776529","12","4"
"ESPORTSTMNT03:2092686","18","6"
"ESPORTSTMNT03:1751026","15","2"
